bank,review,rating,date,source,cleaned,sentiment
CBE,i don' want,5,2025-08-22,Google Play,don want,POSITIVE
CBE,"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,Google Play,nice simple convenient app comment double verification finger print think good makin secure neccessary double verify finger print verification need verify pin thank,NEGATIVE
CBE,one of the best,5,2025-08-22,Google Play,good,POSITIVE
CBE,"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,Google Play,time app update history previous account number keep miss,NEGATIVE
CBE,You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,Google Play,guy charge way transfer money CBE Telebirr app,NEGATIVE
CBE,not bad apk,1,2025-08-21,Google Play,bad apk,NEGATIVE
CBE,yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,Google Play,yes app good saving marketing system ETHIOPIA,POSITIVE
CBE,best mobile banking App that have seen .,5,2025-08-21,Google Play,good mobile banking App see,POSITIVE
CBE,It's very helpful apps,5,2025-08-21,Google Play,helpful app,POSITIVE
CBE,Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21,Google Play,major update mean Ethiopia app work,NEGATIVE
CBE,"Unable to connect, pls. Improve the system",5,2025-08-20,Google Play,unable connect pls improve system,NEGATIVE
CBE,well app,5,2025-08-20,Google Play,app,POSITIVE
CBE,"Smart service But, your service charge is too high",5,2025-08-20,Google Play,smart service service charge high,POSITIVE
CBE,perfect 👌 keep,5,2025-08-20,Google Play,perfect,POSITIVE
CBE,"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,Google Play,እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም,NEGATIVE
CBE,excellent plus,5,2025-08-20,Google Play,excellent plus,POSITIVE
CBE,Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,Google Play,great display service fee proceed transaction,POSITIVE
CBE,so disappointing :((,1,2025-08-20,Google Play,disappointing,NEGATIVE
CBE,what nice app i never usedyet,4,2025-08-20,Google Play,nice app usedyet,POSITIVE
CBE,Excellent,5,2025-08-20,Google Play,excellent,POSITIVE
CBE,ke gizew ga emihed astemamagn metegberya,1,2025-08-20,Google Play,ke gizew ga emihe astemamagn metegberya,NEGATIVE
CBE,"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,Google Play,app pretty good recent nice update restrict take screenshot happy remove screenshot restriction policy app give star past performance app mind remove screenshot restriction policy app self authorization uninstalle need extra sim card want visit nearby bank person,NEGATIVE
CBE,Send money for some account but don't reserved Ball,5,2025-08-20,Google Play,send money account reserve Ball,NEGATIVE
CBE,very good🙏🙏,5,2025-08-19,Google Play,good,POSITIVE
CBE,I recognized thank you,5,2025-08-19,Google Play,recognize thank,POSITIVE
CBE,Best feature!!,5,2025-08-19,Google Play,good feature,POSITIVE
CBE,the saved account totally removed ..why????????,1,2025-08-19,Google Play,save account totally remove,NEGATIVE
CBE,good bank Ethiopian very nic,5,2025-08-18,Google Play,good bank Ethiopian nic,POSITIVE
CBE,this good app but screenshot must enable,4,2025-08-18,Google Play,good app screenshot enable,POSITIVE
CBE,በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,Google Play,በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው,NEGATIVE
CBE,change mobile banking CBE,5,2025-08-18,Google Play,change mobile banking CBE,POSITIVE
CBE,The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,Google Play,process updating function easily instal easy update Screenshot prevent instant evidence need transaction,NEGATIVE
CBE,Adisi Deti,5,2025-08-17,Google Play,Adisi Deti,POSITIVE
CBE,this app is the good apps,5,2025-08-17,Google Play,app good app,POSITIVE
CBE,አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,Google Play,አሪፋ ነዉ ነገር ግን recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ transaction አስተካክሉት,NEGATIVE
CBE,congra ethio,5,2025-08-15,Google Play,congra ethio,POSITIVE
CBE,እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,Google Play,እንዲሁ ነው የሰተኋችሁ ለሞራል,NEGATIVE
CBE,I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,Google Play,think compatible new android version fail open update find solution,NEGATIVE
CBE,"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,Google Play,ohhhh upgrade transfer problem time transfer CBE mobile banking tele birr account suspend day try fix,NEGATIVE
CBE,this APK Best for most of people,5,2025-08-13,Google Play,apk good people,POSITIVE
CBE,good keep it up,5,2025-08-13,Google Play,good,POSITIVE
CBE,very nice app,5,2025-08-12,Google Play,nice app,POSITIVE
CBE,Most of the time either the app or *889# don't work,2,2025-08-12,Google Play,time app work,POSITIVE
CBE,cbe. noor,2,2025-08-12,Google Play,cbe noor,POSITIVE
CBE,why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,Google Play,app log device connect internet appropriate not expose hucke malicious activity,NEGATIVE
CBE,በጣም አሪፍ ነው በርቱልን,5,2025-08-12,Google Play,በጣም አሪፍ ነው በርቱልን,NEGATIVE
CBE,this is so good,5,2025-08-11,Google Play,good,POSITIVE
CBE,❤❤❤❤❤😂,5,2025-08-10,Google Play,,POSITIVE
CBE,Very interesting 🤔,5,2025-08-10,Google Play,interesting,POSITIVE
CBE,very good app 👍👍👍 time saving and more accurate,5,2025-08-09,Google Play,good app time save accurate,POSITIVE
CBE,"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,Google Play,like app order ATM card new app,NEGATIVE
CBE,very bad app,1,2025-08-09,Google Play,bad app,NEGATIVE
CBE,good 👍,5,2025-08-09,Google Play,good,POSITIVE
CBE,it is the best transferring AP,5,2025-08-08,Google Play,good transfer AP,POSITIVE
CBE,it's good but add some more please,3,2025-08-08,Google Play,good add,POSITIVE
CBE,best servis app,4,2025-08-07,Google Play,good servis app,POSITIVE
CBE,very useful to use it from any where in the world !,5,2025-08-07,Google Play,useful use world,POSITIVE
CBE,it very good but why block the screen shoot,5,2025-08-07,Google Play,good block screen shoot,POSITIVE
CBE,Good app,5,2025-08-07,Google Play,good app,POSITIVE
CBE,"the most disgusting app,",1,2025-08-07,Google Play,disgusting app,NEGATIVE
CBE,ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,Google Play,ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,NEGATIVE
CBE,"unexpected anomalies, unreliable as fintec app",2,2025-08-05,Google Play,unexpected anomaly unreliable fintec app,NEGATIVE
CBE,best one,5,2025-08-05,Google Play,good,POSITIVE
CBE,awesome,5,2025-08-05,Google Play,awesome,POSITIVE
CBE,so good,5,2025-08-04,Google Play,good,POSITIVE
CBE,worst experience,1,2025-08-04,Google Play,bad experience,NEGATIVE
CBE,The 1st one is CBE,5,2025-08-04,Google Play,CBE,POSITIVE
BOA,🙏👍,5,2025-11-29,Google Play,,POSITIVE
BOA,Very Good,5,2025-11-28,Google Play,good,POSITIVE
BOA,goof,5,2025-11-28,Google Play,goof,NEGATIVE
BOA,good!,5,2025-11-28,Google Play,good,POSITIVE
BOA,good jop,5,2025-11-27,Google Play,good jop,POSITIVE
BOA,bad exprience...it is so crushed,1,2025-11-27,Google Play,bad exprience crushed,NEGATIVE
BOA,not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,Google Play,user friendly require huge connectivity lag time,NEGATIVE
BOA,ምንም የማይ ሰራ,1,2025-11-26,Google Play,ምንም የማይ ሰራ,NEGATIVE
BOA,very good,5,2025-11-25,Google Play,good,POSITIVE
BOA,most of the time is not working properly,1,2025-11-25,Google Play,time work properly,POSITIVE
BOA,good service,5,2025-11-25,Google Play,good service,POSITIVE
BOA,not use for me,3,2025-11-23,Google Play,use,POSITIVE
BOA,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,Google Play,keep notify disable developer option quiet enable bring type problem new update,NEGATIVE
BOA,waw,5,2025-11-21,Google Play,waw,NEGATIVE
BOA,the lag is unbelievable when you need it the most this suks,1,2025-11-19,Google Play,lag unbelievable need suks,NEGATIVE
BOA,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,Google Play,not belive find bad bank app simple fix problem company ignore body business kind app,POSITIVE
BOA,it is a good app,5,2025-11-18,Google Play,good app,POSITIVE
BOA,it is not working at all,1,2025-11-15,Google Play,work,POSITIVE
BOA,🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,Google Play,app good live abroad enter otp code not write code app want self write s fair wise like,NEGATIVE
BOA,when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,Google Play,try activate app keep load security question page day,NEGATIVE
BOA,fast and simple,5,2025-11-11,Google Play,fast simple,POSITIVE
BOA,best of best,5,2025-11-10,Google Play,good good,POSITIVE
BOA,Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,Google Play,Worest Banking App see fake App Bad well leave,NEGATIVE
BOA,good,4,2025-11-10,Google Play,good,POSITIVE
BOA,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,Google Play,like share feedback application frequently experience disruption function properly freeze fail load issue affect workflow efficiency kindly review address problem ensure smooth performance,POSITIVE
BOA,Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,Google Play,meet genuine App try BOA Ethiopia Digitalyworld Digitalyworld thank,POSITIVE
BOA,best app,5,2025-11-08,Google Play,good app,POSITIVE
BOA,Best app,5,2025-11-07,Google Play,good app,POSITIVE
BOA,"Barely works, it always fails to connect",1,2025-11-07,Google Play,barely work fail connect,NEGATIVE
BOA,my fav app,5,2025-11-07,Google Play,fav app,POSITIVE
BOA,this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,Google Play,app launch time long dozen bug addition long time update,NEGATIVE
BOA,very nice,5,2025-11-04,Google Play,nice,POSITIVE
BOA,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,Google Play,application irritating use functionality work like card management need well good idea reference banking application,NEGATIVE
BOA,I like,5,2025-11-02,Google Play,like,POSITIVE
BOA,ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,Google Play,ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,NEGATIVE
BOA,i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,Google Play,m sorry work android slow bank fast update,NEGATIVE
BOA,"the worst app ever,",1,2025-10-30,Google Play,bad app,NEGATIVE
BOA,better,5,2025-10-29,Google Play,well,POSITIVE
BOA,"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,Google Play,kindly request Bank abyssinia address issue mobile app slow numerous problem frequently experience downtime user experience poor thank,NEGATIVE
BOA,this app can't open? what is problem? please solve my problem?,1,2025-10-28,Google Play,app open problem solve problem,POSITIVE
BOA,kiyaa makonn,5,2025-10-27,Google Play,kiyaa makonn,POSITIVE
BOA,very very lazy app,1,2025-10-26,Google Play,lazy app,NEGATIVE
BOA,telebirr remittance,5,2025-10-24,Google Play,telebirr remittance,NEGATIVE
BOA,The best bank in 🇪🇹,5,2025-10-23,Google Play,good bank,POSITIVE
BOA,its good,5,2025-10-22,Google Play,good,POSITIVE
BOA,the worst app in my financial experience.,1,2025-10-22,Google Play,bad app financial experience,NEGATIVE
BOA,good for mb appliciation,5,2025-10-21,Google Play,good mb appliciation,POSITIVE
BOA,the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,Google Play,bad bank slow accept dual sim stupid greedy,NEGATIVE
BOA,try to easy network,4,2025-10-17,Google Play,try easy network,NEGATIVE
BOA,hussen hassen umer,5,2025-10-16,Google Play,hussen hassen umer,POSITIVE
BOA,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,Google Play,app suitable lack good UI design large bank update app professional UI fast appropriate,NEGATIVE
BOA,an exceptional banking app.,5,2025-10-16,Google Play,exceptional banking app,POSITIVE
BOA,alhamdulilah,5,2025-10-11,Google Play,alhamdulilah,POSITIVE
BOA,poor,5,2025-10-11,Google Play,poor,NEGATIVE
BOA,Best of best,5,2025-10-09,Google Play,good good,POSITIVE
BOA,from the last week updates the app is not working Please check the problems,1,2025-10-08,Google Play,week update app work check problem,NEGATIVE
BOA,It's always crushing,1,2025-10-08,Google Play,crush,NEGATIVE
BOA,office branches have to improve their services please,4,2025-10-07,Google Play,office branch improve service,POSITIVE
BOA,♥️♥️,5,2025-10-05,Google Play,,POSITIVE
BOA,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,Google Play,crash use BOA well customer deal send money,NEGATIVE
BOA,it needs a timely update,5,2025-10-03,Google Play,need timely update,NEGATIVE
BOA,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,Google Play,person send money request receipt difficult different people transfer different bank difficult identify account sender,NEGATIVE
BOA,Like,5,2025-10-01,Google Play,like,POSITIVE
BOA,I can't type my otp on it.,1,2025-10-01,Google Play,type otp,NEGATIVE
BOA,"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,Google Play,bank app Ethiopia link ethiopian phone number live permanently open BoA account tell live link email address instead phone ethio phone number work live unfortunetly fear appear change phone device send code ethio number u develop bank app consider diaspora community use ur app,NEGATIVE
BOA,jaajja,4,2025-09-30,Google Play,jaajja,NEGATIVE
BOA,I love this bank the best experience ever.,5,2025-09-28,Google Play,love bank good experience,POSITIVE
BOA,"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,Google Play,improve work like previous version,POSITIVE
BOA,easy and fast,5,2025-09-24,Google Play,easy fast,POSITIVE
BOA,Great,5,2025-09-20,Google Play,great,POSITIVE
BOA,mobile banking,5,2025-09-19,Google Play,mobile banking,POSITIVE
BOA,😎,5,2025-09-18,Google Play,,POSITIVE
BOA,"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,Google Play,need alot connection choose device lug connection,NEGATIVE
BOA,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,Google Play,ios perfect android barley work transfer crush totally stop work fix issue beloved bank abyssinia,NEGATIVE
BOA,since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,Google Play,update open app crash lot omg slow opening load,NEGATIVE
BOA,none,5,2025-09-14,Google Play,,POSITIVE
BOA,very good app i ever used,5,2025-09-12,Google Play,good app,POSITIVE
BOA,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,Google Play,nice app especially transaction limit extend face BoA app respond activation stage strictly smsng mobile phone try safe,NEGATIVE
BOA,zedo,5,2025-09-11,Google Play,zedo,POSITIVE
BOA,please open my mobile app,5,2025-09-10,Google Play,open mobile app,POSITIVE
BOA,it doesn't open,1,2025-09-10,Google Play,open,POSITIVE
BOA,masha alla,5,2025-09-08,Google Play,masha alla,NEGATIVE
BOA,Best banking transaction application in Ethiopia !,5,2025-09-05,Google Play,good banking transaction application Ethiopia,POSITIVE
BOA,السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,Google Play,السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,NEGATIVE
BOA,tamaam kamal,1,2025-09-04,Google Play,tamaam kamal,POSITIVE
BOA,በጣም ሐሪፍ,5,2025-09-03,Google Play,በጣም ሐሪፍ,NEGATIVE
BOA,great 👍,5,2025-09-02,Google Play,great,POSITIVE
BOA,absiniya banki,5,2025-08-29,Google Play,absiniya banki,NEGATIVE
BOA,has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,Google Play,issue installation think work tecno common,POSITIVE
BOA,One of the best in this business,5,2025-08-25,Google Play,good business,POSITIVE
BOA,Excellent,5,2025-08-20,Google Play,excellent,POSITIVE
BOA,besat🥰,5,2025-08-19,Google Play,besat,POSITIVE
BOA,unlimited experience,5,2025-08-18,Google Play,unlimited experience,POSITIVE
BOA,"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,Google Play,bank u hire good job bc joke nowadays log transfer crash u fix app update review count u boa update atleast fix suggestion u password final step send money feel secure way,NEGATIVE
BOA,very nice mobile banking app my favourite,5,2025-08-16,Google Play,nice mobile banking app favourite,POSITIVE
BOA,"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,Google Play,boot crash immediately,NEGATIVE
BOA,best apps,5,2025-08-15,Google Play,good app,POSITIVE
BOA,the worst app ever to exist in a bank history,1,2025-08-15,Google Play,bad app exist bank history,NEGATIVE
BOA,thank you,5,2025-08-14,Google Play,thank,POSITIVE
BOA,Best mobile app in the country,5,2025-08-14,Google Play,good mobile app country,POSITIVE
BOA,not fast,2,2025-08-12,Google Play,fast,POSITIVE
BOA,keeps freezing at the front page.,1,2025-08-10,Google Play,keep freeze page,NEGATIVE
BOA,it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,Google Play,work redminote pls fix,NEGATIVE
BOA,abseniya bank app,5,2025-08-08,Google Play,abseniya bank app,NEGATIVE
BOA,yes goode app,5,2025-08-03,Google Play,yes goode app,POSITIVE
BOA,Great App,5,2025-08-02,Google Play,Great App,POSITIVE
BOA,1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,Google Play,crash repeatedly take Century Boot repeatedly require update annoying ask Password step confirmation transfer money automatically stop music app launch matter fyi overall bad mobile banking app try far release bug issue,NEGATIVE
BOA,ረጀብነሱ,1,2025-07-31,Google Play,ረጀብነሱ,NEGATIVE
BOA,The Worst Mobile Banking App.,1,2025-07-31,Google Play,Worst Mobile Banking App,NEGATIVE
BOA,giod,5,2025-07-30,Google Play,giod,POSITIVE
BOA,best bank in ethiopia,5,2025-07-29,Google Play,good bank ethiopia,POSITIVE
BOA,waqayyoo,5,2025-07-28,Google Play,waqayyoo,POSITIVE
BOA,please is not working,2,2025-07-27,Google Play,work,POSITIVE
BOA,nothing when I need to install the Apk it say that re-up date,5,2025-07-25,Google Play,need install Apk date,NEGATIVE
BOA,I can log in from any where,5,2025-07-23,Google Play,log,NEGATIVE
BOA,😇,3,2025-07-21,Google Play,,POSITIVE
BOA,no proplem,5,2025-07-20,Google Play,proplem,NEGATIVE
BOA,👍👍👍,5,2025-07-20,Google Play,,POSITIVE
BOA,excellent app,5,2025-07-18,Google Play,excellent app,POSITIVE
BOA,good work,5,2025-07-15,Google Play,good work,POSITIVE
BOA,☹️,5,2025-07-15,Google Play,,POSITIVE
BOA,excellent,5,2025-07-14,Google Play,excellent,POSITIVE
BOA,Great BoA,5,2025-07-14,Google Play,Great BoA,POSITIVE
BOA,Good,5,2025-07-14,Google Play,good,POSITIVE
BOA,Okay,4,2025-07-13,Google Play,okay,POSITIVE
BOA,not working,1,2025-07-12,Google Play,work,POSITIVE
BOA,This App is Getting worse and worse with every update,2,2025-07-11,Google Play,App get bad bad update,NEGATIVE
BOA,ምርጥ ነው,1,2025-07-10,Google Play,ምርጥ ነው,NEGATIVE
BOA,nice,5,2025-07-10,Google Play,nice,POSITIVE
BOA,meku,5,2025-07-07,Google Play,meku,POSITIVE
BOA,awasome app go a head,5,2025-07-04,Google Play,awasome app head,NEGATIVE
BOA,it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,Google Play,suck hell crash time take long time load,NEGATIVE
BOA,"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,Google Play,App nice easy use time crush say error check device connectivity fix,NEGATIVE
BOA,Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,Google Play,easy nice app load previouse recent time loading problem detect,NEGATIVE
BOA,wow,5,2025-07-01,Google Play,wow,POSITIVE
BOA,"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,Google Play,bad mba experience app crush frequently long fix problem week,NEGATIVE
BOA,amazing Banks App👌👌,3,2025-06-25,Google Play,amazing Banks App,POSITIVE
BOA,good App fore me,5,2025-06-25,Google Play,good App fore,POSITIVE
BOA,"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,Google Play,uninterested work developer mode developer option prefer uninstall app,NEGATIVE
BOA,fantastic,5,2025-06-22,Google Play,fantastic,POSITIVE
BOA,👍,4,2025-06-21,Google Play,,POSITIVE
BOA,it's nice to use.,5,2025-06-21,Google Play,nice use,POSITIVE
BOA,app doesn't start,1,2025-06-21,Google Play,app start,POSITIVE
BOA,Excellent application,5,2025-06-18,Google Play,excellent application,POSITIVE
BOA,its very bad app its very slow,1,2025-06-17,Google Play,bad app slow,NEGATIVE
BOA,ብዙዬ ሺዋየ በለጠ,1,2025-06-15,Google Play,ብዙዬ ሺዋየ በለጠ,NEGATIVE
BOA,Good job!,5,2025-06-13,Google Play,good job,POSITIVE
BOA,best financial app.,5,2025-06-12,Google Play,good financial app,POSITIVE
BOA,ቆንጆ ነው በርቱ,5,2025-06-11,Google Play,ቆንጆ ነው በርቱ,NEGATIVE
BOA,the worst app humans ever created,1,2025-06-09,Google Play,bad app human create,NEGATIVE
BOA,it's not working,3,2025-06-05,Google Play,work,POSITIVE
BOA,"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Google Play,hello face problem BOA Mobile app time enter phone number password app crash show error say BoaMobile close app bug try update reinstall clearing cache work fix bug update need access account thank,NEGATIVE
BOA,exceptional,5,2025-06-03,Google Play,exceptional,POSITIVE
BOA,BoA Mobile good bank,5,2025-06-02,Google Play,BoA Mobile good bank,POSITIVE
BOA,this is worest app 24/7 loading,1,2025-06-01,Google Play,worest app load,NEGATIVE
BOA,BoA system is confartable,5,2025-06-01,Google Play,BoA system confartable,NEGATIVE
BOA,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Google Play,app waste time work long piss fix problem,NEGATIVE
BOA,Good service.,3,2025-05-25,Google Play,good service,POSITIVE
BOA,the app crush frequently,1,2025-05-24,Google Play,app crush frequently,NEGATIVE
BOA,You guys keeps getting worst,1,2025-05-22,Google Play,guy keep get bad,NEGATIVE
BOA,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Google Play,app joke crash work take forever load half feature decorative point log transfer money check balance bug developer actually try work kind social experiment test patience build sleep definitely look like idea functional app maybe consider different career path,NEGATIVE
BOA,BoA,2,2025-05-20,Google Play,boa,NEGATIVE
BOA,but not opening on android,4,2025-05-19,Google Play,open android,POSITIVE
BOA,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Google Play,Worst App totally unreliable work month,NEGATIVE
BOA,amazing,5,2025-05-18,Google Play,amazing,POSITIVE
BOA,"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Google Play,app work Samsung give preview logo,NEGATIVE
BOA,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Google Play,enter incorrect security question mistake boa app lock pin forever option contact different branchs able solve issue,NEGATIVE
BOA,liking this application good 👍,5,2025-05-07,Google Play,like application good,POSITIVE
